date,country_code,label,views
2023-06-07,CA,political,623212
2023-06-07,GB,No QID,1957
2023-06-07,GB,non-political,3524135
2023-06-07,GB,political,1281417
2023-06-07,IN,No QID,29926
2023-06-07,IN,non-political,6611711
2023-06-07,IN,political,2450529
2023-06-07,US,No QID,70281
2023-06-07,US,non-political,18615663
2023-06-07,US,political,8510220
2023-06-08,AU,No QID,1273
2023-06-08,AU,non-political,979885
2023-06-08,AU,political,406722
2023-06-08,CA,No QID,3487
2023-06-08,CA,non-political,1368719
2023-06-08,CA,political,616029
2023-06-08,GB,No QID,1728
2023-06-08,GB,non-political,3460190
2023-06-08,GB,political,1334721
2023-06-08,IN,No QID,30462
2023-06-08,IN,non-political,6505864
2023-06-08,IN,political,2414969
2023-06-08,US,No QID,34008
2023-06-08,US,non-political,18697215
2023-06-08,US,political,8530648
2023-06-09,AU,No QID,1550
2023-06-09,AU,non-political,1058914
2023-06-09,AU,political,380711
2023-06-09,CA,No QID,3502
2023-06-09,CA,non-political,1398831
2023-06-09,CA,political,609233
2023-06-09,GB,No QID,2218
2023-06-09,GB,non-political,3466970
2023-06-09,GB,political,1348385
2023-06-09,IN,No QID,43980
2023-06-09,IN,non-political,6665795
2023-06-09,IN,political,2456825
2023-06-09,US,No QID,5829
2023-06-09,US,non-political,18704834
2023-06-09,US,political,8454451
2023-06-10,AU,No QID,1759
2023-06-10,AU,non-political,1158798
2023-06-10,AU,political,359976
2023-06-10,CA,No QID,3579
2023-06-10,CA,non-political,1503203
2023-06-10,CA,political,623134
2023-06-10,GB,No QID,2753
2023-06-10,GB,non-political,4245441
2023-06-10,GB,political,1381711
2023-06-10,IN,No QID,54832
2023-06-10,IN,non-political,7030668
2023-06-10,IN,political,2463631
2023-06-10,US,No QID,7097
2023-06-10,US,non-political,20107026
2023-06-10,US,political,8325920
2023-06-11,AU,No QID,2957
2023-06-11,AU,non-political,1359115
2023-06-11,AU,political,405603
2023-06-11,CA,No QID,3332
2023-06-11,CA,non-political,1801073
2023-06-11,CA,political,625909
2023-06-11,GB,No QID,2597
2023-06-11,GB,non-political,4827517
2023-06-11,GB,political,1562213
2023-06-11,IN,No QID,83581
2023-06-11,IN,non-political,7239749
2023-06-11,IN,political,2532144
2023-06-11,US,No QID,4812
2023-06-11,US,non-political,21881366
2023-06-11,US,political,8969341
2023-06-12,AU,No QID,2257
2023-06-12,AU,non-political,1192517
2023-06-12,AU,political,431865
2023-06-12,CA,No QID,3944
2023-06-12,CA,non-political,1648373
2023-06-12,CA,political,689647
2023-06-12,GB,No QID,3138
2023-06-12,GB,non-political,3537120
2023-06-12,GB,political,1457051
2023-06-12,IN,No QID,114372
2023-06-12,IN,non-political,6205481
2023-06-12,IN,political,2486745
2023-06-12,US,No QID,38579
2023-06-12,US,non-political,20581106
2023-06-12,US,political,8698055
2023-06-13,AU,No QID,1399
2023-06-13,AU,non-political,1014002
2023-06-13,AU,political,412908
2023-06-13,CA,No QID,3557
2023-06-13,CA,non-political,1595204
2023-06-13,CA,political,667531
2023-06-13,GB,No QID,2505
2023-06-13,GB,non-political,3241644
2023-06-13,GB,political,1357003
2023-06-13,IN,No QID,80485
2023-06-13,IN,non-political,6034422
2023-06-13,IN,political,2573110
2023-06-13,US,No QID,36555
2023-06-13,US,non-political,20766876
2023-06-13,US,political,9943361
2023-06-14,AU,No QID,1226
2023-06-14,AU,non-political,926575
2023-06-14,AU,political,428317
2023-06-14,CA,No QID,4038
2023-06-14,CA,non-political,1700101
2023-06-14,CA,political,669543
2023-06-14,GB,No QID,2299
2023-06-14,GB,non-political,3235793
2023-06-14,GB,political,1337180
2023-06-14,IN,No QID,40908
2023-06-14,IN,non-political,6016189
2023-06-14,IN,political,2577153
2023-06-14,US,No QID,61604
2023-06-14,US,non-political,19216942
2023-06-14,US,political,8874540
2023-06-15,AU,No QID,1262
2023-06-15,AU,non-political,932638
2023-06-15,AU,political,437102
2023-06-15,CA,No QID,3692
2023-06-15,CA,non-political,1431303
2023-06-15,CA,political,637659
2023-06-15,GB,No QID,2570
2023-06-15,GB,non-political,3289105
2023-06-15,GB,political,1511891
2023-06-15,IN,No QID,32797
2023-06-15,IN,non-political,6136066
2023-06-15,IN,political,2553396
2023-06-15,US,No QID,63174
2023-06-15,US,non-political,18402388
2023-06-15,US,political,8936928
2023-06-16,AU,No QID,1429
2023-06-16,AU,non-political,1008052
2023-06-16,AU,political,424745
2023-06-16,CA,No QID,3272
2023-06-16,CA,non-political,1445430
2023-06-16,CA,political,627327
2023-06-16,GB,No QID,1810
2023-06-16,GB,non-political,3580100
2023-06-16,GB,political,1480834
2023-06-16,IN,No QID,30272
2023-06-16,IN,non-political,6731549
2023-06-16,IN,political,2473606
2023-06-16,US,No QID,35078
2023-06-16,US,non-political,18957541
2023-06-16,US,political,8608841
2023-06-17,AU,No QID,2853
2023-06-17,AU,non-political,1165021
2023-06-17,AU,political,398490
2023-06-17,CA,No QID,4299
2023-06-17,CA,non-political,1548162
2023-06-17,CA,political,583650
2023-06-17,GB,No QID,4612
2023-06-17,GB,non-political,4179888
2023-06-17,GB,political,1426558
2023-06-17,IN,No QID,35066
2023-06-17,IN,non-political,7443688
2023-06-17,IN,political,2536925
2023-06-17,US,No QID,23459
2023-06-17,US,non-political,19736004
2023-06-17,US,political,7964384
2023-06-18,AU,No QID,5260
2023-06-18,AU,non-political,1195416
2023-06-18,AU,political,499454
2023-06-18,CA,No QID,3429
2023-06-18,CA,non-political,1800718
2023-06-18,CA,political,653443
2023-06-18,GB,No QID,3740
2023-06-18,GB,non-political,4353801
2023-06-18,GB,political,1513549
2023-06-18,IN,No QID,33179
2023-06-18,IN,non-political,8106710
2023-06-18,IN,political,2656464
2023-06-18,US,No QID,9802
2023-06-18,US,non-political,21327256
2023-06-18,US,political,8220835
2023-06-19,AU,No QID,1082
2023-06-19,AU,non-political,439139
2023-06-19,AU,political,319418
2023-06-19,CA,No QID,5742
2023-06-19,CA,non-political,1179615
2023-06-19,CA,political,592809
2023-06-19,GB,No QID,4821
2023-06-19,GB,non-political,4292833
2023-06-19,GB,political,2025667
2023-06-19,IN,No QID,24190
2023-06-19,IN,non-political,9666348
2023-06-19,IN,political,3430346
2023-06-19,US,No QID,11810
2023-06-19,US,non-political,21525970
2023-06-19,US,political,9634587
2023-06-20,AU,No QID,2267
2023-06-20,AU,non-political,908480
2023-06-20,AU,political,470074
2023-06-20,CA,No QID,6151
2023-06-20,CA,non-political,1456925
2023-06-20,CA,political,730908
2023-06-20,GB,No QID,3702
2023-06-20,GB,non-political,3590246
2023-06-20,GB,political,1660765
2023-06-20,IN,No QID,26802
2023-06-20,IN,non-political,6688044
2023-06-20,IN,political,2558341
2023-06-20,US,No QID,72080
2023-06-20,US,non-political,19542842
2023-06-20,US,political,9284211
2023-06-21,AU,No QID,7422
2023-06-21,AU,non-political,1133781
2023-06-21,AU,political,492658
2023-06-21,CA,No QID,4364
2023-06-21,CA,non-political,1416346
2023-06-21,CA,political,744345
2023-06-21,GB,No QID,3016
2023-06-21,GB,non-political,3669762
2023-06-21,GB,political,1580943
2023-06-21,IN,No QID,26425
2023-06-21,IN,non-political,7023560
2023-06-21,IN,political,2659693
2023-06-21,US,No QID,37066
2023-06-21,US,non-political,19566221
2023-06-21,US,political,9015482
2023-06-22,AU,No QID,3389
2023-06-22,AU,non-political,929207
2023-06-22,AU,political,458050
2023-06-22,CA,No QID,4089
2023-06-22,CA,non-political,1318939
2023-06-22,CA,political,731644
2023-06-22,GB,No QID,2300
2023-06-22,GB,non-political,3282254
2023-06-22,GB,political,1609324
2023-06-22,IN,No QID,26612
2023-06-22,IN,non-political,6266396
2023-06-22,IN,political,2505686
2023-06-22,US,No QID,34314
2023-06-22,US,non-political,18912402
2023-06-22,US,political,8879855
2023-06-23,AU,No QID,2201
2023-06-23,AU,non-political,993550
2023-06-23,AU,political,480397
2023-06-23,CA,No QID,4587
2023-06-23,CA,non-political,1484584
2023-06-23,CA,political,808482
2023-06-23,GB,No QID,2540
2023-06-23,GB,non-political,4134821
2023-06-23,GB,political,1811854
2023-06-23,IN,No QID,28989
2023-06-23,IN,non-political,6131427
2023-06-23,IN,political,2589858
2023-06-23,US,No QID,9649
2023-06-23,US,non-political,19918189
2023-06-23,US,political,9253562
2023-06-24,AU,No QID,2447
2023-06-24,AU,non-political,1179985
2023-06-24,AU,political,444671
2023-06-24,CA,No QID,4435
2023-06-24,CA,non-political,1584915
2023-06-24,CA,political,720774
2023-06-24,GB,No QID,2532
2023-06-24,GB,non-political,5066235
2023-06-24,GB,political,1838680
2023-06-24,IN,No QID,29253
2023-06-24,IN,non-political,6757458
2023-06-24,IN,political,2700261
2023-06-24,US,No QID,7108
2023-06-24,US,non-political,20724319
2023-06-24,US,political,8564482
2023-06-25,AU,No QID,4555
2023-06-25,AU,non-political,1207891
2023-06-25,AU,political,477584
2023-06-25,CA,No QID,5351
2023-06-25,CA,non-political,1698316
2023-06-25,CA,political,686539
2023-06-25,GB,No QID,2756
2023-06-25,GB,non-political,6047077
2023-06-25,GB,political,1916268
2023-06-25,IN,No QID,30217
2023-06-25,IN,non-political,7087738
2023-06-25,IN,political,2672157
2023-06-25,US,No QID,6739
2023-06-25,US,non-political,21732882
2023-06-25,US,political,8336312
2023-06-26,AU,No QID,2147
2023-06-26,AU,non-political,975842
2023-06-26,AU,political,447103
2023-06-26,CA,No QID,5559
2023-06-26,CA,non-political,1608355
2023-06-26,CA,political,728051
2023-06-26,GB,No QID,2634
2023-06-26,GB,non-political,3900058
2023-06-26,GB,political,1537748
2023-06-26,IN,No QID,25317
2023-06-26,IN,non-political,6180567
2023-06-26,IN,political,2542640
2023-06-26,US,No QID,34044
2023-06-26,US,non-political,20694808
2023-06-26,US,political,8507932
2023-06-27,AU,No QID,1488
2023-06-27,AU,non-political,969783
2023-06-27,AU,political,408054
2023-06-27,CA,No QID,7013
2023-06-27,CA,non-political,1479436
2023-06-27,CA,political,941247
2023-06-27,GB,No QID,3082
2023-06-27,GB,non-political,3801074
2023-06-27,GB,political,1498535
2023-06-27,IN,No QID,25721
2023-06-27,IN,non-political,6122140
2023-06-27,IN,political,2584457
2023-06-27,US,No QID,8228
2023-06-27,US,non-political,20312148
2023-06-27,US,political,8506570
2023-06-28,AU,No QID,1276
2023-06-28,AU,non-political,986660
2023-06-28,AU,political,413571
2023-06-28,CA,No QID,13936
2023-06-28,CA,non-political,1440302
2023-06-28,CA,political,700714
2023-06-28,GB,No QID,2884
2023-06-28,GB,non-political,3582958
2023-06-28,GB,political,1504981
2023-06-28,IN,No QID,24932
2023-06-28,IN,non-political,5776175
2023-06-28,IN,political,2507844
2023-06-28,US,No QID,7671
2023-06-28,US,non-political,19543859
2023-06-28,US,political,8541197
2023-06-29,AU,No QID,1402
2023-06-29,AU,non-political,952099
2023-06-29,AU,political,404429
2023-06-29,CA,No QID,5840
2023-06-29,CA,non-political,1361116
2023-06-29,CA,political,598368
2023-06-29,GB,No QID,2578
2023-06-29,GB,non-political,3465811
2023-06-29,GB,political,1355375
2023-06-29,IN,No QID,24453
2023-06-29,IN,non-political,6283646
2023-06-29,IN,political,2662050
2023-06-29,US,No QID,13433
2023-06-29,US,non-political,18962795
2023-06-29,US,political,8510130
2023-06-30,AU,No QID,1462
2023-06-30,AU,non-political,1000602
2023-06-30,AU,political,370931
2023-06-30,CA,No QID,9728
2023-06-30,CA,non-political,1350038
2023-06-30,CA,political,566409
2023-06-30,GB,No QID,2676
2023-06-30,GB,non-political,3920671
2023-06-30,GB,political,1341462
2023-06-30,IN,No QID,24586
2023-06-30,IN,non-political,5876048
2023-06-30,IN,political,2503707
2023-06-30,US,No QID,6537
2023-06-30,US,non-political,18995686
2023-06-30,US,political,8170261
2023-07-01,AU,No QID,1919
2023-07-01,AU,non-political,1184577
2023-07-01,AU,political,369840
2023-07-01,CA,No QID,5720
2023-07-01,CA,non-political,1530429
2023-07-01,CA,political,600140
2023-07-01,GB,No QID,4439
2023-07-01,GB,non-political,4094807
2023-07-01,GB,political,1307753
2023-07-01,IN,No QID,25216
2023-07-01,IN,non-political,5941289
2023-07-01,IN,political,2509929
2023-07-01,US,No QID,12987
2023-07-01,US,non-political,19864614
2023-07-01,US,political,7539150
2023-07-02,AU,No QID,6748
2023-07-02,AU,non-political,1161661
2023-07-02,AU,political,404843
2023-07-02,CA,No QID,6405
2023-07-02,CA,non-political,1610450
2023-07-02,CA,political,594258
2023-07-02,GB,No QID,4706
2023-07-02,GB,non-political,4137985
2023-07-02,GB,political,1506602
2023-07-02,IN,No QID,28383
2023-07-02,IN,non-political,6340192
2023-07-02,IN,political,3065323
2023-07-02,US,No QID,12308
2023-07-02,US,non-political,21333631
2023-07-02,US,political,7827481
2023-07-03,AU,No QID,2638
2023-07-03,AU,non-political,991259
2023-07-03,AU,political,387592
2023-07-03,CA,No QID,10084
2023-07-03,CA,non-political,1760746
2023-07-03,CA,political,625720
2023-07-03,GB,No QID,3632
2023-07-03,GB,non-political,3881361
2023-07-03,GB,political,1363959
2023-07-03,IN,No QID,27285
2023-07-03,IN,non-political,5650272
2023-07-03,IN,political,2872338
2023-07-03,US,No QID,53934
2023-07-03,US,non-political,20860208
2023-07-03,US,political,8164280
2023-07-04,AU,No QID,1999
2023-07-04,AU,non-political,1012156
2023-07-04,AU,political,386150
2023-07-04,CA,No QID,9241
2023-07-04,CA,non-political,1510621
2023-07-04,CA,political,611400
2023-07-04,GB,No QID,3630
2023-07-04,GB,non-political,3834400
2023-07-04,GB,political,1375701
2023-07-04,IN,No QID,33824
2023-07-04,IN,non-political,5742362
2023-07-04,IN,political,2792638
2023-07-04,US,No QID,53607
2023-07-04,US,non-political,21622376
2023-07-04,US,political,9136140
2023-07-05,AU,No QID,2057
2023-07-05,AU,non-political,974982
2023-07-05,AU,political,387023
2023-07-05,CA,No QID,7868
2023-07-05,CA,non-political,1445220
2023-07-05,CA,political,605562
2023-07-05,GB,No QID,3802
2023-07-05,GB,non-political,3688649
2023-07-05,GB,political,1363021
2023-07-05,IN,No QID,33978
2023-07-05,IN,non-political,5833109
2023-07-05,IN,political,2768605
2023-07-05,US,No QID,28460
2023-07-05,US,non-political,20930559
2023-07-05,US,political,8520244
2023-07-06,AU,No QID,2870
2023-07-06,AU,non-political,965159
2023-07-06,AU,political,404960
2023-07-06,CA,No QID,7848
2023-07-06,CA,non-political,1367880
2023-07-06,CA,political,593821
2023-07-06,GB,No QID,5201
2023-07-06,GB,non-political,3773180
2023-07-06,GB,political,1334831
2023-07-06,IN,No QID,48284
2023-07-06,IN,non-political,5927074
2023-07-06,IN,political,2571508
2023-07-06,US,No QID,46917
2023-07-06,US,non-political,19726061
2023-07-06,US,political,9055791
2023-07-07,AU,No QID,4100
2023-07-07,AU,non-political,1078585
2023-07-07,AU,political,400170
2023-07-07,CA,No QID,9514
2023-07-07,CA,non-political,1389766
2023-07-07,CA,political,579351
2023-07-07,GB,No QID,9317
2023-07-07,GB,non-political,3798746
2023-07-07,GB,political,1269217
2023-07-07,IN,No QID,73185
2023-07-07,IN,non-political,5784912
2023-07-07,IN,political,2415035
2023-07-07,US,No QID,27591
2023-07-07,US,non-political,19876542
2023-07-07,US,political,9027931
2023-07-08,AU,No QID,4545
2023-07-08,AU,non-political,1236726
2023-07-08,AU,political,379174
2023-07-08,CA,No QID,11112
2023-07-08,CA,non-political,1462668
2023-07-08,CA,political,559785
2023-07-08,GB,No QID,9324
2023-07-08,GB,non-political,4958535
2023-07-08,GB,political,1525171
2023-07-08,IN,No QID,53947
2023-07-08,IN,non-political,6221857
2023-07-08,IN,political,2505728
2023-07-08,US,No QID,8873
2023-07-08,US,non-political,21423177
2023-07-08,US,political,7809693
2023-07-09,AU,No QID,8136
2023-07-09,AU,non-political,1296952
2023-07-09,AU,political,451461
2023-07-09,CA,No QID,10990
2023-07-09,CA,non-political,1668979
2023-07-09,CA,political,628664
2023-07-09,GB,No QID,8774
2023-07-09,GB,non-political,5018412
2023-07-09,GB,political,1727918
2023-07-09,IN,No QID,53163
2023-07-09,IN,non-political,6333287
2023-07-09,IN,political,2516101
2023-07-09,US,No QID,6188
2023-07-09,US,non-political,23189067
2023-07-09,US,political,8199301
2023-07-10,AU,No QID,4004
2023-07-10,AU,non-political,1040552
2023-07-10,AU,political,401641
2023-07-10,CA,No QID,10657
2023-07-10,CA,non-political,1618255
2023-07-10,CA,political,642907
2023-07-10,GB,No QID,7683
2023-07-10,GB,non-political,4576694
2023-07-10,GB,political,1511418
2023-07-10,IN,No QID,41892
2023-07-10,IN,non-political,6010372
2023-07-10,IN,political,2419839
2023-07-10,US,No QID,10773
2023-07-10,US,non-political,21920842
2023-07-10,US,political,8536170
2023-07-11,AU,No QID,4385
2023-07-11,AU,non-political,1032708
2023-07-11,AU,political,393561
2023-07-11,CA,No QID,7371
2023-07-11,CA,non-political,1475307
2023-07-11,CA,political,617255
2023-07-11,GB,No QID,5446
2023-07-11,GB,non-political,4455344
2023-07-11,GB,political,1487876
2023-07-11,IN,No QID,36361
2023-07-11,IN,non-political,5873026
2023-07-11,IN,political,2447802
2023-07-11,US,No QID,8527
2023-07-11,US,non-political,20175765
2023-07-11,US,political,8274148
2023-07-12,AU,No QID,7310
2023-07-12,AU,non-political,1100833
2023-07-12,AU,political,399281
2023-07-12,CA,No QID,6720
2023-07-12,CA,non-political,1475909
2023-07-12,CA,political,619802
2023-07-12,GB,No QID,4698
2023-07-12,GB,non-political,4658885
2023-07-12,GB,political,1436249
2023-07-12,IN,No QID,33174
2023-07-12,IN,non-political,6044898
2023-07-12,IN,political,2401797
2023-07-12,US,No QID,59335
2023-07-12,US,non-political,20142218
2023-07-12,US,political,8346621
2023-07-13,AU,No QID,3243
2023-07-13,AU,non-political,1075536
2023-07-13,AU,political,394489
2023-07-13,CA,No QID,5350
2023-07-13,CA,non-political,1465112
2023-07-13,CA,political,613447
2023-07-13,GB,No QID,4359
2023-07-13,GB,non-political,4132241
2023-07-13,GB,political,1336243
2023-07-13,IN,No QID,31850
2023-07-13,IN,non-political,6219302
2023-07-13,IN,political,2448561
2023-07-13,US,No QID,135419
2023-07-13,US,non-political,19826530
2023-07-13,US,political,8373884
2023-07-14,AU,No QID,2816
2023-07-14,AU,non-political,1192680
2023-07-14,AU,political,372133
2023-07-14,CA,No QID,5323
2023-07-14,CA,non-political,1470468
2023-07-14,CA,political,588496
2023-07-14,GB,No QID,4672
2023-07-14,GB,non-political,4563973
2023-07-14,GB,political,1402664
2023-07-14,IN,No QID,34206
2023-07-14,IN,non-political,6801342
2023-07-14,IN,political,2972509
2023-07-14,US,No QID,202250
2023-07-14,US,non-political,20728458
2023-07-14,US,political,8251361
2023-07-15,AU,No QID,3380
2023-07-15,AU,non-political,1260744
2023-07-15,AU,political,375653
2023-07-15,CA,No QID,5075
2023-07-15,CA,non-political,1551189
2023-07-15,CA,political,577034
2023-07-15,GB,No QID,4808
2023-07-15,GB,non-political,4838614
2023-07-15,GB,political,1457617
2023-07-15,IN,No QID,41740
2023-07-15,IN,non-political,6598352
2023-07-15,IN,political,2529814
2023-07-15,US,No QID,218958
2023-07-15,US,non-political,20758411
2023-07-15,US,political,8114471
2023-07-16,AU,No QID,7448
2023-07-16,AU,non-political,1344370
2023-07-16,AU,political,441503
2023-07-16,CA,No QID,5358
2023-07-16,CA,non-political,1804505
2023-07-16,CA,political,664207
2023-07-16,GB,No QID,4746
2023-07-16,GB,non-political,5625477
2023-07-16,GB,political,1592555
2023-07-16,IN,No QID,41029
2023-07-16,IN,non-political,6887108
2023-07-16,IN,political,2831101
2023-07-16,US,No QID,5572
2023-07-16,US,non-political,23802269
2023-07-16,US,political,9892477
2023-07-17,AU,No QID,8803
2023-07-17,AU,non-political,1121335
2023-07-17,AU,political,409528
2023-07-17,CA,No QID,5551
2023-07-17,CA,non-political,1631136
2023-07-17,CA,political,624087
2023-07-17,GB,No QID,3629
2023-07-17,GB,non-political,3962156
2023-07-17,GB,political,1482549
2023-07-17,IN,No QID,36541
2023-07-17,IN,non-political,6329858
2023-07-17,IN,political,2520229
2023-07-17,US,No QID,174913
2023-07-17,US,non-political,21387030
2023-07-17,US,political,8653273
2023-07-18,AU,No QID,2994
2023-07-18,AU,non-political,1039047
2023-07-18,AU,political,393535
2023-07-18,CA,No QID,4517
2023-07-18,CA,non-political,1466158
2023-07-18,CA,political,597394
2023-07-18,GB,No QID,3416
2023-07-18,GB,non-political,3699911
2023-07-18,GB,political,1432320
2023-07-18,IN,No QID,37237
2023-07-18,IN,non-political,6019176
2023-07-18,IN,political,2884597
2023-07-18,US,No QID,29373
2023-07-18,US,non-political,19748329
2023-07-18,US,political,8376216
2023-07-19,AU,No QID,2101
2023-07-19,AU,non-political,985585
2023-07-19,AU,political,384848
2023-07-19,CA,No QID,4037
2023-07-19,CA,non-political,1454398
2023-07-19,CA,political,580530
2023-07-19,GB,No QID,3246
2023-07-19,GB,non-political,3568516
2023-07-19,GB,political,1391282
2023-07-19,IN,No QID,34446
2023-07-19,IN,non-political,5976940
2023-07-19,IN,political,2616181
2023-07-19,US,No QID,47852
2023-07-19,US,non-political,19380077
2023-07-19,US,political,8181261
2023-07-20,AU,No QID,2166
2023-07-20,AU,non-political,1250586
2023-07-20,AU,political,403717
2023-07-20,CA,No QID,4169
2023-07-20,CA,non-political,1454401
2023-07-20,CA,political,590511
2023-07-20,GB,No QID,4609
2023-07-20,GB,non-political,3584322
2023-07-20,GB,political,1358995
2023-07-20,IN,No QID,30751
2023-07-20,IN,non-political,6178544
2023-07-20,IN,political,2710734
2023-07-20,US,No QID,47869
2023-07-20,US,non-political,19651407
2023-07-20,US,political,8460117
2023-07-21,AU,No QID,2425
2023-07-21,AU,non-political,1207269
2023-07-21,AU,political,382252
2023-07-21,CA,No QID,3595
2023-07-21,CA,non-political,1699306
2023-07-21,CA,political,614473
2023-07-21,GB,No QID,7682
2023-07-21,GB,non-political,3945204
2023-07-21,GB,political,1411016
2023-07-21,IN,No QID,29126
2023-07-21,IN,non-political,6814038
2023-07-21,IN,political,2646654
2023-07-21,US,No QID,51896
2023-07-21,US,non-political,21837373
2023-07-21,US,political,8959286
2023-07-22,AU,No QID,3065
2023-07-22,AU,non-political,1383478
2023-07-22,AU,political,372010
2023-07-22,CA,No QID,3498
2023-07-22,CA,non-political,1762242
2023-07-22,CA,political,590670
2023-07-22,GB,No QID,4543
2023-07-22,GB,non-political,5083898
2023-07-22,GB,political,1550411
2023-07-22,IN,No QID,29573
2023-07-22,IN,non-political,7189637
2023-07-22,IN,political,2611132
2023-07-22,US,No QID,6432
2023-07-22,US,non-political,23443961
2023-07-22,US,political,8063658
2023-07-23,AU,No QID,9963
2023-07-23,AU,non-political,1441120
2023-07-23,AU,political,410285
2023-07-23,CA,No QID,3710
2023-07-23,CA,non-political,1819782
2023-07-23,CA,political,621428
2023-07-23,GB,No QID,3617
2023-07-23,GB,non-political,4812570
2023-07-23,GB,political,1628289
2023-07-23,IN,No QID,30579
2023-07-23,IN,non-political,7419893
2023-07-23,IN,political,2690955
2023-07-23,US,No QID,5991
2023-07-23,US,non-political,23755246
2023-07-23,US,political,8257478
2023-07-24,AU,No QID,2673
2023-07-24,AU,non-political,1232420
2023-07-24,AU,political,430943
2023-07-24,CA,No QID,3960
2023-07-24,CA,non-political,1786255
2023-07-24,CA,political,659218
2023-07-24,GB,No QID,3887
2023-07-24,GB,non-political,4372019
2023-07-24,GB,political,1726663
2023-07-24,IN,No QID,26662
2023-07-24,IN,non-political,6435549
2023-07-24,IN,political,2563627
2023-07-24,US,No QID,31201
2023-07-24,US,non-political,22538637
2023-07-24,US,political,9501933
2023-07-25,AU,No QID,1641
2023-07-25,AU,non-political,1111013
2023-07-25,AU,political,422108
2023-07-25,CA,No QID,3740
2023-07-25,CA,non-political,1650774
2023-07-25,CA,political,645076
2023-07-25,GB,No QID,3405
2023-07-25,GB,non-political,3874518
2023-07-25,GB,political,1503829
2023-07-25,IN,No QID,27214
2023-07-25,IN,non-political,6337042
2023-07-25,IN,political,2601066
2023-07-25,US,No QID,29639
2023-07-25,US,non-political,21166675
2023-07-25,US,political,8674639
2023-07-26,AU,No QID,1440
2023-07-26,AU,non-political,1143137
2023-07-26,AU,political,412732
2023-07-26,CA,No QID,4178
2023-07-26,CA,non-political,1791860
2023-07-26,CA,political,664069
2023-07-26,GB,No QID,3084
2023-07-26,GB,non-political,4364275
2023-07-26,GB,political,1445091
2023-07-26,IN,No QID,26479
2023-07-26,IN,non-political,6314119
2023-07-26,IN,political,2724846
2023-07-26,US,No QID,10115
2023-07-26,US,non-political,22164415
2023-07-26,US,political,8839078
2023-07-27,AU,No QID,1204
2023-07-27,AU,non-political,1304352
2023-07-27,AU,political,426891
2023-07-27,CA,No QID,4333
2023-07-27,CA,non-political,1788102
2023-07-27,CA,political,671053
2023-07-27,GB,No QID,2873
2023-07-27,GB,non-political,4462227
2023-07-27,GB,political,1428259
2023-07-27,IN,No QID,29065
2023-07-27,IN,non-political,6597353
2023-07-27,IN,political,2666542
2023-07-27,US,No QID,26546
2023-07-27,US,non-political,21846375
2023-07-27,US,political,8902892
2023-07-28,AU,No QID,1774
2023-07-28,AU,non-political,1213952
2023-07-28,AU,political,401396
2023-07-28,CA,No QID,3298
2023-07-28,CA,non-political,1631505
2023-07-28,CA,political,624896
2023-07-28,GB,No QID,2913
2023-07-28,GB,non-political,4232189
2023-07-28,GB,political,1392903
2023-07-28,IN,No QID,27570
2023-07-28,IN,non-political,6601088
2023-07-28,IN,political,2487067
2023-07-28,US,No QID,26106
2023-07-28,US,non-political,20646137
2023-07-28,US,political,8919432
2023-07-29,AU,No QID,1654
2023-07-29,AU,non-political,1285653
2023-07-29,AU,political,392844
2023-07-29,CA,No QID,130683
2023-07-29,CA,non-political,1652004
2023-07-29,CA,political,602506
2023-07-29,GB,No QID,2963
2023-07-29,GB,non-political,4398244
2023-07-29,GB,political,1476917
2023-07-29,IN,No QID,31497
2023-07-29,IN,non-political,6993597
2023-07-29,IN,political,2604549
2023-07-29,US,No QID,7812
2023-07-29,US,non-political,21223779
2023-07-29,US,political,8270849
2023-07-30,AU,No QID,1861
2023-07-30,AU,non-political,1471515
2023-07-30,AU,political,466643
2023-07-30,CA,No QID,3556
2023-07-30,CA,non-political,1785554
2023-07-30,CA,political,609758
2023-07-30,GB,No QID,3013
2023-07-30,GB,non-political,4867261
2023-07-30,GB,political,1663338
2023-07-30,IN,No QID,30552
2023-07-30,IN,non-political,6896685
2023-07-30,IN,political,2614508
2023-07-30,US,No QID,7300
2023-07-30,US,non-political,22945076
2023-07-30,US,political,8281709
2023-07-31,AU,No QID,1408
2023-07-31,AU,non-political,1463231
2023-07-31,AU,political,428450
2023-07-31,CA,No QID,3944
2023-07-31,CA,non-political,1762738
2023-07-31,CA,political,619645
2023-07-31,GB,No QID,3525
2023-07-31,GB,non-political,4113557
2023-07-31,GB,political,1518442
2023-07-31,IN,No QID,27202
2023-07-31,IN,non-political,6095518
2023-07-31,IN,political,2511246
2023-07-31,US,No QID,8931
2023-07-31,US,non-political,23352876
2023-07-31,US,political,8492613
2023-08-01,AU,No QID,1259
2023-08-01,AU,non-political,1148011
2023-08-01,AU,political,418183
2023-08-01,CA,No QID,3993
2023-08-01,CA,non-political,1584002
2023-08-01,CA,political,601808
2023-08-01,GB,No QID,3820
2023-08-01,GB,non-political,3999158
2023-08-01,GB,political,1370476
2023-08-01,IN,No QID,29143
2023-08-01,IN,non-political,5996300
2023-08-01,IN,political,2520383
2023-08-01,US,No QID,12095
2023-08-01,US,non-political,21271164
2023-08-01,US,political,8630864
2023-08-02,AU,No QID,1339
2023-08-02,AU,non-political,1029418
2023-08-02,AU,political,406231
2023-08-02,CA,No QID,5379
2023-08-02,CA,non-political,1474048
